"Threshold	TN	TP	FN	FP	TPR	TNR	FPR	FNR	Accuracy	Precision	Recall/Sensitivity	Specificity	F1-Score	Seed	Graph-Model	K-value	P-value"
"0.1	2906.0	89.0	11.0	94.0	0.89	0.9686666666666667	0.03133333333333333	0.11	0.9661290322580646	0.48633879781420764	0.89	0.9686666666666667	0.6289752650176679	3	WS	4	0.75"
