"Threshold	TN	TP	FN	FP	TPR	TNR	FPR	FNR	Accuracy	Precision	Recall/Sensitivity	Specificity	F1-Score	Seed	Graph-Model	K-value	P-value"
"0.1	2904.0	92.0	8.0	96.0	0.92	0.968	0.032	0.08	0.9664516129032258	0.48936170212765956	0.92	0.968	0.6388888888888888	3	WS	4	0.75"
