"Threshold	TN	TP	FN	FP	TPR	TNR	FPR	FNR	Accuracy	Precision	Recall/Sensitivity	Specificity	F1-Score	Seed	Graph-Model	K-value	P-value"
"0.1	2903.0	87.0	13.0	97.0	0.87	0.9676666666666667	0.03233333333333333	0.13	0.964516129032258	0.47282608695652173	0.87	0.9676666666666667	0.6126760563380282	3	WS	4	0.75"
